Reporter,region,Year,ProductCode,Product Description,usd,tons,usd_kg,tons_esp,tons_usa,tons_can,tons_ita,tons_aus,tons_oth,usd_esp,usd_usa,usd_can,usd_ita,usd_aus,usd_oth,usd_kg_esp,usd_kg_usa,usd_kg_ita,usd_kg_can,usd_kg_aus,usd_kg_oth
Croatia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,988.2,3443.83,0.2869,0.0,0.0,0.0,684.02,0.0,2759.81,0.0,0.0,0.0,211.73,0.0,776.47,,,0.3095,,,0.2813
Slovenia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,978.0,2922.58,0.3346,8.1,0.0,0.0,2448.99,0.0,465.49000000000024,3.3,0.0,0.0,844.0,0.0,130.70000000000005,0.4074,,0.3446,,,0.2808
European Union,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,958.24,2144.273,0.4469,0.0,0.322,7.091,0.0,0.0,2136.86,0.0,0.78,15.74,0.0,0.0,941.72,,2.4224,,2.2197,,0.4407
Malta,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,824.6,2525.37,0.3265,0.0,0.0,0.0,2525.32,0.0,0.04999999999972715,0.0,0.0,0.0,823.87,0.0,0.7300000000000182,,,0.3262,,,14.6
Spain,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,794.31,3466.84,0.2291,0.0,0.0,0.0,691.241,0.0,2775.599,0.0,0.0,0.0,189.59,0.0,604.7199999999999,,,0.2743,,,0.2179
Brazil,South America,2022,121410,Lucerne (alfalfa) meal and pellets,775.99,3466.21,0.2239,0.0,0.741,0.0,0.0,0.0,3465.469,0.0,0.17,0.0,0.0,0.0,775.82,,0.2294,,,,0.2239
Philippines,Southeast Asia,2022,121410,Lucerne (alfalfa) meal and pellets,761.75,2222.54,0.3427,663.235,0.0,0.0,413.165,1078.8,67.34000000000015,227.32,0.0,0.0,141.61,369.75,23.069999999999936,0.3427,,0.3427,,0.3427,0.3426
Bulgaria,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,623.09,2874.66,0.2168,0.0,0.0,0.0,0.0,0.0,2874.66,0.0,0.0,0.0,0.0,0.0,623.09,,,,,,0.2168
Serbia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,520.42,1486.88,0.35,0.0,0.0,0.0,188.24,0.0,1298.64,0.0,0.0,0.0,74.2,0.0,446.21999999999997,,,0.3942,,,0.3436
Ireland,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,500.69,1460.63,0.3428,0.0,0.006,0.001,7.414,0.0,1453.209,0.0,0.06,0.01,2.54,0.0,498.08,,10.0,0.3426,10.0,,0.3427
South Africa,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,429.58,3095.96,0.1388,0.0,0.0,0.0,0.0,0.0,3095.96,0.0,0.0,0.0,0.0,0.0,429.58,,,,,,0.1388
Namibia,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,403.48,1520.38,0.2654,0.0,0.0,0.0,0.0,0.0,1520.38,0.0,0.0,0.0,0.0,0.0,403.48,,,,,,0.2654
Slovakia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,349.89,995.563,0.3514,0.001,0.0,0.0,620.322,0.0,375.24,0.01,0.0,0.0,193.98,0.0,155.9,10.0,,0.3127,,,0.4155
Estonia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,299.53,836.162,0.3582,0.0,0.0,0.0,0.0,0.0,836.162,0.0,0.0,0.0,0.0,0.0,299.53,,,,,,0.3582
Poland,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,285.38,1034.63,0.2758,0.054,0.0,0.0,50.471,0.0,984.1050000000001,0.01,0.0,0.0,15.61,0.0,269.76,0.1852,,0.3093,,,0.2741
Jamaica,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,282.75,493.57,0.5729,84.215,0.067,48.988,0.0,0.0,360.3,32.03,0.23,32.52,0.0,0.0,217.97,0.3803,3.4328,,0.6638,,0.605
Czech Republic,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,275.98,2698.95,0.1023,0.079,0.0,0.0,0.021,0.0,2698.85,0.02,0.0,0.0,0.04,0.0,275.92,0.2532,,1.9048,,,0.1022
Canada,North America,2022,121410,Lucerne (alfalfa) meal and pellets,273.9,291.636,0.9392,0.0,252.207,1.903,0.0,0.0,37.52600000000004,0.0,235.84,2.04,0.0,0.0,36.01999999999998,,0.9351,,1.072,,0.9599
Guatemala,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,216.63,411.908,0.5259,0.0,42.632,0.0,0.0,0.0,369.276,0.0,41.27,0.0,0.0,0.0,175.35999999999999,,0.9681,,,,0.4749
Bosnia and Herzegovina,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,213.56,762.231,0.2802,0.0,0.0,0.0,167.9,0.0,594.331,0.0,0.0,0.0,44.49,0.0,169.07,,,0.265,,,0.2845
Hong Kong (China),East Asia,2022,121410,Lucerne (alfalfa) meal and pellets,203.17,320.8,0.6333,0.0,21.8,0.0,0.0,259.0,40.0,0.0,8.64,0.0,0.0,170.68,23.849999999999994,,0.3963,,,0.659,0.5962
Costa Rica,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,178.75,244.204,0.732,44.396,48.492,0.0,54.04,0.0,97.27600000000001,31.38,63.62,0.0,39.02,0.0,44.72999999999999,0.7068,1.312,0.7221,,,0.4598
Zimbabwe,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,154.71,312.535,0.495,0.0,0.0,0.0,0.0,0.0,312.535,0.0,0.0,0.0,0.0,0.0,154.71,,,,,,0.495
Bermuda,North America,2022,121410,Lucerne (alfalfa) meal and pellets,150.74,81.795,1.8429,0.0,81.795,0.0,0.0,0.0,0.0,0.0,150.74,0.0,0.0,0.0,0.0,,1.8429,,,,
Singapore,Southeast Asia,2022,121410,Lucerne (alfalfa) meal and pellets,146.32,204.97,0.7139,0.0,138.94,0.0,0.0,18.03,48.0,0.0,93.46,0.0,0.0,13.08,39.78,,0.6727,,,0.7255,0.8288
Finland,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,117.38,52.272,2.2456,0.0,0.0,6.794,0.0,0.0,45.478,0.0,0.0,14.0,0.0,0.0,103.38,,,,2.0606,,2.2732
Uzbekistan,Central Asia,2022,121410,Lucerne (alfalfa) meal and pellets,102.17,348.0,0.2936,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,102.17,,,,,,0.2936
Latvia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,102.11,263.8,0.3871,0.0,0.0,0.0,0.0,0.0,263.8,0.0,0.0,0.0,0.0,0.0,102.11,,,,,,0.3871
Cape Verde,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,101.9,273.295,0.3729,0.0,0.0,0.0,0.0,0.0,273.295,0.0,0.0,0.0,0.0,0.0,101.9,,,,,,0.3729
Barbados,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,92.74,109.398,0.8477,0.0,6.192,0.0,0.0,0.0,103.20599999999999,0.0,5.44,0.0,0.0,0.0,87.3,,0.8786,,,,0.8459
Romania,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,85.45,233.26,0.3663,0.0,0.0,0.0,4.521,0.0,228.739,0.0,0.0,0.0,2.68,0.0,82.77,,,0.5928,,,0.3619
Hungary,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,77.4,1343.03,0.0576,23.4,0.0,0.0,0.0,0.0,1319.6299999999999,5.51,0.0,0.0,0.0,0.0,71.89,0.2355,,,,,0.0545
Armenia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,76.07,195.522,0.3891,0.0,0.0,0.0,0.0,0.0,195.522,0.0,0.0,0.0,0.0,0.0,76.07,,,,,,0.3891
Uruguay,South America,2022,121410,Lucerne (alfalfa) meal and pellets,71.67,321.0,0.2233,0.0,0.0,0.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,0.0,71.67,,,,,,0.2233
Kazakhstan,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,64.57,133.53,0.4836,0.0,0.0,0.0,0.0,0.0,133.53,0.0,0.0,0.0,0.0,0.0,64.57,,,,,,0.4836
Bahamas,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,62.72,35.9081,1.7467,0.0,35.908,0.0,0.0,0.0,0.0,0.0,62.72,0.0,0.0,0.0,0.0,,1.7467,,,,
Ecuador,South America,2022,121410,Lucerne (alfalfa) meal and pellets,55.49,114.18,0.486,0.0,0.0,0.0,0.0,0.0,114.18,0.0,0.0,0.0,0.0,0.0,55.49,,,,,,0.486
Iceland,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,52.62,93.98,0.5599,0.0,0.0,0.0,0.0,0.0,93.98,0.0,0.0,0.0,0.0,0.0,52.62,,,,,,0.5599
Paraguay,South America,2022,121410,Lucerne (alfalfa) meal and pellets,52.3,228.0,0.2294,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,0.0,52.3,,,,,,0.2294
Seychelles,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,51.04,98.44,0.5185,0.0,0.0,0.0,98.44,0.0,0.0,0.0,0.0,0.0,51.04,0.0,0.0,,,0.5185,,,
Luxembourg,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,48.58,130.456,0.3724,0.0,0.0,0.0,0.0,0.0,130.456,0.0,0.0,0.0,0.0,0.0,48.58,,,,,,0.3724
Vietnam,Southeast Asia,2022,121410,Lucerne (alfalfa) meal and pellets,40.27,117.509,0.3427,0.0,0.0,0.0,117.509,0.0,0.0,0.0,0.0,0.0,40.27,0.0,0.0,,,0.3427,,,
Mauritius,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,36.76,80.42,0.4571,0.0,0.0,0.0,25.43,0.0,54.99,0.0,0.0,0.0,12.15,0.0,24.61,,,0.4778,,,0.4475
Australia,Oceania,2022,121410,Lucerne (alfalfa) meal and pellets,36.09,57.82,0.62418,0.0,57.82,0.0,0.0,0.0,0.0,0.0,36.09,0.0,0.0,0.0,0.0,,0.62418,,,,
Mozambique,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,31.12,109.466,0.2843,0.0,0.0,0.0,0.0,0.0,109.466,0.0,0.0,0.0,0.0,0.0,31.12,,,,,,0.2843
Aruba,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,26.76,30.563,0.8756,0.0,0.0,0.0,0.0,0.0,30.563,0.0,0.0,0.0,0.0,0.0,26.76,,,,,,0.8756
India,Central Asia,2022,121410,Lucerne (alfalfa) meal and pellets,25.48,51.04,0.4992,0.0,0.0,0.0,0.0,0.0,51.04,0.0,0.0,0.0,0.0,0.0,25.48,,,,,,0.4992
Sri Lanka,Central Asia,2022,121410,Lucerne (alfalfa) meal and pellets,25.23,18.0005,1.4016,0.0,0.001,0.0,0.0,18.0,0.0,0.0,0.01,0.0,0.0,25.22,0.0,,10.0,,,1.4011,
Bolivia,South America,2022,121410,Lucerne (alfalfa) meal and pellets,22.49,65.6305,0.3427,0.0,0.0,0.0,0.0,0.0,65.6305,0.0,0.0,0.0,0.0,0.0,22.49,,,,,,0.3427
Tajikistan,Central Asia,2022,121410,Lucerne (alfalfa) meal and pellets,17.62,54.0,0.3263,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,17.62,,,,,,0.3263
Montenegro,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,17.32,48.005,0.3608,0.0,0.0,0.0,0.0,0.0,48.005,0.0,0.0,0.0,0.0,0.0,17.32,,,,,,0.3608
French Polynesia,Oceania,2022,121410,Lucerne (alfalfa) meal and pellets,10.85,12.695,0.8547,0.0,12.695,0.0,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,,0.8547,,,,
Cote d'Ivoire,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,8.37,9.6,0.8719,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,8.37,,,,,,0.8719
Peru,South America,2022,121410,Lucerne (alfalfa) meal and pellets,6.88,13.6971,0.5023,0.0,0.0,0.0,0.0,0.0,13.6971,0.0,0.0,0.0,0.0,0.0,6.88,,,,,,0.5023
North Macedonia,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,5.88,40.16,0.1464,0.0,0.0,0.0,0.0,0.0,40.16,0.0,0.0,0.0,0.0,0.0,5.88,,,,,,0.1464
Palestine,Middle East,2022,121410,Lucerne (alfalfa) meal and pellets,5.85,17.0624,0.3429,0.0,0.0,0.0,0.0,0.0,17.0624,0.0,0.0,0.0,0.0,0.0,5.85,,,,,,0.3429
Grenada,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,5.15,6.465,0.7966,0.0,6.465,0.0,0.0,0.0,0.0,0.0,5.15,0.0,0.0,0.0,0.0,,0.7966,,,,
Tanzania,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,3.53,28.47,0.124,0.0,0.0,0.0,0.0,0.0,28.47,0.0,0.0,0.0,0.0,0.0,3.53,,,,,,0.124
Andorra,Western Europe,2022,121410,Lucerne (alfalfa) meal and pellets,1.3,1.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,,,,,,1.3
Angola,Sub-Saharan Africa,2022,121410,Lucerne (alfalfa) meal and pellets,1.25,5.0,0.25,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.25,,,,,,0.25
Antigua and Barbuda,Central America and Caribbean,2022,121410,Lucerne (alfalfa) meal and pellets,1.16,0.6411,1.8094,0.0,0.641,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,,1.8097,,,,
Fiji,Oceania,2022,121410,Lucerne (alfalfa) meal and pellets,0.46,0.06258,7.3506,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.46,0.0,,,,,7.3016,
Lebanon,Middle East,2022,121410,Lucerne (alfalfa) meal and pellets,0.29,0.23,1.2609,0.23,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,1.2609,,,,,
Ukraine,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,0.17,0.0828,2.0531,0.0,0.0,0.0,0.0,0.0,0.0828,0.0,0.0,0.0,0.0,0.0,0.17,,,,,,2.0531
Turkey,Eastern Europe,2022,121410,Lucerne (alfalfa) meal and pellets,0.01,0.009,1.1111,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,1.1111
United Arab Emirates,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,195781.82,802702.0,0.2439,420106.0,6091.11,0.0,155429.0,18.48,221057.41000000003,107172.35,1922.67,0.0,36451.27,16.07,50219.45999999999,0.2551,0.3157,0.2345,,0.8696,0.2272
Saudi Arabia,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,60527.92,263233.0,0.2299,194591.0,45.353,0.0,53584.4,0.0,15012.247000000003,43810.56,17.92,0.0,11611.99,0.0,5087.450000000004,0.2251,0.3951,0.2167,,,0.3389
Japan,East Asia,2021,121410,Lucerne (alfalfa) meal and pellets,28212.72,80288.0,0.3514,4449.0,11987.0,27250.0,33851.0,10.0,2741.0,1390.38,4276.87,9975.11,11155.79,17.01,1397.5600000000013,0.3125,0.3568,0.3296,0.3661,1.701,0.5099
United States,North America,2021,121410,Lucerne (alfalfa) meal and pellets,25974.63,64888.0,0.4003,0.0,0.0,51988.0,0.0,0.0,12900.0,0.0,0.0,19052.9,0.0,0.0,6921.73,,,,0.3665,,0.5366
Qatar,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,21596.41,51229.9,0.4216,16729.4,9895.58,0.0,370.26,0.0,24234.66,5188.28,4541.51,0.0,128.14,0.0,11738.48,0.3101,0.4589,0.3461,,,0.4844
Germany,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,20188.28,75384.3,0.2678,8.144,0.685,0.0,4915.48,0.0,70459.99100000001,2.12,10.8,0.0,1276.26,0.0,18899.1,0.2603,15.7664,0.2596,,,0.2682
Jordan,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,18447.83,59474.8,0.3102,43323.2,8407.16,0.0,0.0,0.0,7744.440000000002,13437.93,2607.72,0.0,0.0,0.0,2402.180000000002,0.3102,0.3102,,,,0.3102
United Kingdom,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,15573.09,54084.2,0.2879,0.0,0.0,0.0,26491.7,0.0,27592.499999999996,0.0,0.0,0.0,7431.88,0.0,8141.21,,,0.2805,,,0.2951
Belgium,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,15488.72,60340.3,0.2567,0.0,0.15,0.0,731.622,0.0,59608.528000000006,0.0,0.19,0.0,148.95,0.0,15339.58,,1.2667,0.2036,,,0.2573
Lesotho,Sub-Saharan Africa,2021,121410,Lucerne (alfalfa) meal and pellets,14089.66,35452.9,0.3974,0.0,0.0,0.0,0.0,0.0,35452.9,0.0,0.0,0.0,0.0,0.0,14089.66,,,,,,0.3974
France,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,13784.58,62357.2,0.2211,56779.3,0.0,0.0,4305.55,0.0,1272.3499999999913,12412.29,0.0,0.0,947.36,0.0,424.9299999999985,0.2186,,0.22,,,0.334
China,East Asia,2021,121410,Lucerne (alfalfa) meal and pellets,13656.11,52254.4,0.2613,47027.4,0.0,0.0,3410.01,0.0,1816.989999999998,12234.89,0.0,0.0,943.36,0.0,477.8600000000006,0.2602,,0.2766,,,0.263
Portugal,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,10421.59,54618.1,0.1908,54593.4,0.0,0.0,0.002,0.0,24.697999999996682,10416.58,0.0,0.0,0.03,0.0,4.979999999999563,0.1908,,15.0,,,0.2016
Greece,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,10251.69,40214.2,0.2549,119.08,0.0,0.0,12755.3,0.0,27339.82,36.09,0.0,0.0,3184.34,0.0,7031.26,0.3031,,0.2496,,,0.2572
Other Asia,Other Asia,2021,121410,Lucerne (alfalfa) meal and pellets,9263.25,27118.7,0.3416,1197.7,22068.9,2338.92,1237.55,0.0,275.630000000001,324.95,7663.96,830.01,321.41,0.0,122.92000000000007,0.2713,0.3473,0.2597,0.3549,,0.446
South Korea,East Asia,2021,121410,Lucerne (alfalfa) meal and pellets,8886.94,33515.9,0.2652,16714.2,621.503,0.0,15582.2,0.0,597.9969999999958,4304.07,234.32,0.0,4215.76,0.0,132.79000000000087,0.2575,0.377,0.2705,,,0.2221
Kuwait,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,8470.29,23811.5,0.3557,6306.77,770.942,0.0,434.92,0.0,16298.867999999999,2020.91,302.86,0.0,133.08,0.0,6013.4400000000005,0.3204,0.3928,0.306,,,0.3689
Oman,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,5569.05,14515.1,0.3837,1608.02,4487.27,0.0,236.54,383.59,7799.679999999999,595.54,1832.6,0.0,155.57,113.31,2872.03,0.3704,0.4084,0.6577,,0.2954,0.3682
Netherlands,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,5212.93,20942.8,0.2489,3452.56,30.0,0.0,3662.97,0.0,13797.27,887.28,2.6,0.0,973.52,0.0,3349.53,0.257,0.0867,0.2658,,,0.2428
Austria,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,4734.93,18531.1,0.2555,0.0,0.0,0.0,10779.4,0.0,7751.699999999999,0.0,0.0,0.0,2378.13,0.0,2356.8,,,0.2206,,,0.304
Morocco,North Africa,2021,121410,Lucerne (alfalfa) meal and pellets,3801.96,15965.3,0.2381,13451.2,0.0,0.0,0.0,0.0,2514.0999999999985,3121.1,0.0,0.0,0.0,0.0,680.8600000000001,0.232,,,,,0.2708
Chile,South America,2021,121410,Lucerne (alfalfa) meal and pellets,3659.92,16430.2,0.2228,0.0,0.0,0.0,0.0,0.0,16430.2,0.0,0.0,0.0,0.0,0.0,3659.92,,,,,,0.2228
Switzerland,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,3362.45,10904.8,0.3083,0.0,0.0,0.0,3874.74,0.0,7030.0599999999995,0.0,0.0,0.0,1251.15,0.0,2111.2999999999997,,,0.3229,,,0.3003
European Union,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,2582.88,11905.2,0.217,0.0,32.523,14.106,0.0,0.0,11858.571,0.0,14.61,28.57,0.0,0.0,2539.7000000000003,,0.4492,,2.0254,,0.2142
Sweden,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,2120.66,4425.22,0.4792,0.0,0.0,0.0,0.0,0.0,4425.22,0.0,0.0,0.0,0.0,0.0,2120.66,,,,,,0.4792
Tunisia,North Africa,2021,121410,Lucerne (alfalfa) meal and pellets,2039.86,10463.5,0.195,7948.68,0.0,0.0,2514.85,0.0,0.0,1536.78,0.0,0.0,503.08,0.0,0.0,0.1933,,0.2,,,
Cyprus,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1942.9,7092.72,0.2739,0.0,0.0,0.0,4558.25,0.0,2534.4700000000003,0.0,0.0,0.0,1126.47,0.0,816.4300000000001,,,0.2471,,,0.3221
Czech Republic,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1733.24,9443.6,0.1835,0.0,0.003,0.0,457.258,0.0,8986.339,0.0,0.07,0.0,91.76,0.0,1641.41,,,0.2007,,,0.1827
Colombia,South America,2021,121410,Lucerne (alfalfa) meal and pellets,1659.3,4731.34,0.3507,0.0,0.0,0.0,0.0,0.0,4731.34,0.0,0.0,0.0,0.0,0.0,1659.3,,,,,,0.3507
Botswana,Sub-Saharan Africa,2021,121410,Lucerne (alfalfa) meal and pellets,1542.58,6280.01,0.2456,0.0,0.0,0.0,0.0,0.0,6280.01,0.0,0.0,0.0,0.0,0.0,1542.58,,,,,,0.2456
Israel,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,1335.0,4303.97,0.3102,1466.9,87.047,0.0,2659.76,0.0,90.26299999999992,455.0,27.0,0.0,825.0,0.0,28.0,0.3102,0.3102,0.3102,,,0.3102
Denmark,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1225.41,3176.89,0.3857,0.0,0.0,0.0,2571.29,0.0,605.5999999999999,0.0,0.0,0.0,1011.16,0.0,214.2500000000001,,,0.3933,,,0.3538
Ireland,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1204.18,3816.12,0.3156,0.0,0.017,0.0,0.0,0.0,3816.103,0.0,0.06,0.0,0.0,0.0,1204.1200000000001,,3.5294,,,,0.3155
Bahrain,Middle East,2021,121410,Lucerne (alfalfa) meal and pellets,1133.34,3040.87,0.3727,48.0,501.353,50.936,177.26,76.8,2186.5209999999997,12.43,270.95,29.95,65.94,34.27,719.8,0.259,0.5404,0.372,0.588,0.4462,0.3292
Panama,Central America and Caribbean,2021,121410,Lucerne (alfalfa) meal and pellets,1110.36,2731.99,0.4064,97.0,832.144,0.0,0.0,0.0,1802.8459999999998,37.55,400.61,0.0,0.0,0.0,672.1999999999998,0.3871,0.4814,,,,0.3729
Norway,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,1071.92,2478.74,0.4324,0.0,0.0,0.0,325.69,0.0,2153.0499999999997,0.0,0.0,0.0,116.35,0.0,955.57,,,0.3572,,,0.4438
Croatia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,876.37,3510.87,0.2496,0.0,0.0,0.0,450.404,0.0,3060.466,0.0,0.0,0.0,119.6,0.0,756.77,,,0.2655,,,0.2473
Italy,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,837.35,1607.64,0.5209,0.066,0.0,0.0,0.0,0.0,1607.574,0.7,0.0,0.0,0.0,0.0,836.65,10.6061,,,,,0.5204
Dominican Republic,Central America and Caribbean,2021,121410,Lucerne (alfalfa) meal and pellets,763.75,1691.09,0.4516,1037.28,95.977,0.0,0.0,0.0,557.8329999999999,493.19,60.37,0.0,0.0,0.0,210.19000000000005,0.4755,0.629,,,,0.3768
Malaysia,Southeast Asia,2021,121410,Lucerne (alfalfa) meal and pellets,731.92,1841.86,0.3974,0.0,725.174,73.17,279.97,135.75,627.7959999999998,0.0,292.37,38.87,104.83,62.85,232.99999999999994,,0.4032,0.3744,0.5312,0.463,0.3711
Malta,Western Europe,2021,121410,Lucerne (alfalfa) meal and pellets,668.07,2558.59,0.2611,24.48,0.0,0.0,2531.21,0.0,2.900000000000091,5.18,0.0,0.0,662.46,0.0,0.43000000000006366,0.2116,,0.2617,,,0.1483
Bulgaria,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,636.5,4123.25,0.1544,0.0,0.0,0.0,0.0,0.0,4123.25,0.0,0.0,0.0,0.0,0.0,636.5,,,,,,0.1544
New Zealand,Oceania,2021,121410,Lucerne (alfalfa) meal and pellets,616.51,831.117,0.7418,0.0,126.882,0.0,0.0,691.86,12.375,0.0,75.65,0.0,0.0,432.52,108.34000000000003,,0.5962,,,0.6252,8.7547
Namibia,Sub-Saharan Africa,2021,121410,Lucerne (alfalfa) meal and pellets,595.57,2563.35,0.2323,0.0,0.0,0.0,0.0,0.0,2563.35,0.0,0.0,0.0,0.0,0.0,595.57,,,,,,0.2323
Thailand,Southeast Asia,2021,121410,Lucerne (alfalfa) meal and pellets,540.42,974.033,0.5548,129.8,360.824,0.005,467.6,0.0,15.803999999999974,41.97,308.47,0.12,151.53,0.0,38.32999999999993,0.3233,0.8549,0.3241,,,2.4253
Brazil,South America,2021,121410,Lucerne (alfalfa) meal and pellets,539.65,2566.33,0.2103,0.0,0.333,0.0,0.0,0.0,2565.997,0.0,0.07,0.0,0.0,0.0,539.5799999999999,,0.2102,,,,0.2103
Slovakia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,521.42,2854.34,0.1827,0.0,0.242,0.0,536.4,0.0,2317.6980000000003,0.0,0.66,0.0,129.98,0.0,390.78,,2.7273,0.2423,,,0.1686
Slovenia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,518.64,1846.82,0.2808,0.0,0.0,0.0,1404.26,0.0,442.55999999999995,0.0,0.0,0.0,357.38,0.0,161.26,,,0.2545,,,0.3644
Philippines,Southeast Asia,2021,121410,Lucerne (alfalfa) meal and pellets,516.96,1666.66,0.3102,81.327,0.0,0.0,115.337,1351.94,118.05600000000004,25.23,0.0,0.0,35.77,419.34,36.62000000000006,0.3102,,0.3101,,0.3102,0.3102
South Africa,Sub-Saharan Africa,2021,121410,Lucerne (alfalfa) meal and pellets,515.55,3703.31,0.1392,0.0,0.0,0.0,0.0,0.0,3703.31,0.0,0.0,0.0,0.0,0.0,515.55,,,,,,0.1392
Poland,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,453.24,1769.96,0.2561,0.0,0.0,0.0,50.01,0.0,1719.95,0.0,0.0,0.0,13.2,0.0,440.04,,,0.2639,,,0.2558
Serbia,Eastern Europe,2021,121410,Lucerne (alfalfa) meal and pellets,429.71,1607.51,0.2673,0.0,0.0,0.0,164.08,0.0,1443.43,0.0,0.0,0.0,55.2,0.0,374.51,,,0.3364,,,0.2595
